USE cinema_management_system;
INSERT INTO Customer(customerId, movieID, theaterID, customerName, customerGender, customerAge, customerEmail, customerPhone, customerAddress)
VALUES
(1, 180, 13, 'Senghort Kry', 'F', 55, 'SenghortKry@gmail.com', 8326690793, 'New York City, New York'),
(448, 217, 18, 'Oliver Anderson', 'M', 31, 'OliverAnderson@gmail.com', '7865432178', 'Miami, Florida'),
(449, 349, 7, 'Emma Martinez', 'F', 28, 'EmmaMartinez@gmail.com', '6789012345', 'Atlanta, Georgia'),
(450, 100, 9, 'Aiden Anderson', 'M', 29, 'AidenAnderson@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(451, 134, 1, 'Olivia Collins', 'F', 32, 'OliviaCollins@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(452, 384, 10, 'Liam Peterson', 'M', 35, 'LiamPeterson@gmail.com', '2134567890', 'Los Angeles, California'),
(453, 33, 5, 'Sophia Reed', 'F', 26, 'SophiaReed@gmail.com', '5127893456', 'Austin, Texas'),
(454, 389, 15, 'Lucas Simmons', 'M', 30, 'LucasSimmons@gmail.com', '4156789012', 'San Francisco, California'),
(455, 7, 8, 'Isabella Coleman', 'F', 31, 'IsabellaColeman@gmail.com', '7865432178', 'Miami, Florida'),
(456, 395, 3, 'Elijah Johnson', 'M', 28, 'ElijahJohnson@gmail.com', '6789012345', 'Atlanta, Georgia'),
(457, 25, 10, 'Mia Collins', 'F', 29, 'MiaCollins@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(458, 54, 17, 'Noah Peterson', 'M', 32, 'NoahPeterson@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(459, 57, 2, 'Ava Foster', 'F', 35, 'AvaFoster@gmail.com', '2134567890', 'Los Angeles, California'),
(460, 311, 11, 'Oliver Anderson', 'M', 26, 'OliverAnderson@gmail.com', '5127893456', 'Austin, Texas'),
(461, 304, 4, 'Emma Martinez', 'F', 30, 'EmmaMartinez@gmail.com', '4156789012', 'San Francisco, California'),
(462, 91, 15, 'Aiden Anderson', 'M', 31, 'AidenAnderson@gmail.com', '7865432178', 'Miami, Florida'),
(463, 203, 9, 'Olivia Collins', 'F', 28, 'OliviaCollins@gmail.com', '6789012345', 'Atlanta, Georgia'),
(464, 273, 3, 'Liam Peterson', 'M', 29, 'LiamPeterson@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(465, 349, 12, 'Sophia Reed', 'F', 32, 'SophiaReed@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(466, 42, 8, 'Lucas Simmons', 'M', 35, 'LucasSimmons@gmail.com', '2134567890', 'Los Angeles, California'),
(467, 164, 5, 'Isabella Coleman', 'F', 26, 'IsabellaColeman@gmail.com', '5127893456', 'Austin, Texas'),
(468, 28, 13, 'Elijah Johnson', 'M', 30, 'ElijahJohnson@gmail.com', '4156789012', 'San Francisco, California'),
(469, 389, 6, 'Mia Collins', 'F', 31, 'MiaCollins@gmail.com', '7865432178', 'Miami, Florida'),
(470, 41, 14, 'Noah Peterson', 'M', 28, 'NoahPeterson@gmail.com', '6789012345', 'Atlanta, Georgia'),
(471, 231, 7, 'Ava Foster', 'F', 29, 'AvaFoster@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(472, 328, 16, 'Oliver Anderson', 'M', 32, 'OliverAnderson@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(473, 145, 2, 'Emma Martinez', 'F', 35, 'EmmaMartinez@gmail.com', '2134567890', 'Los Angeles, California'),
(474, 276, 11, 'Aiden Anderson', 'M', 26, 'AidenAnderson@gmail.com', '5127893456', 'Austin, Texas'),
(475, 47, 6, 'Olivia Collins', 'F', 30, 'OliviaCollins@gmail.com', '4156789012', 'San Francisco, California'),
(476, 87, 1, 'Liam Peterson', 'M', 31, 'LiamPeterson@gmail.com', '7865432178', 'Miami, Florida'),
(477, 142, 18, 'Sophia Reed', 'F', 28, 'SophiaReed@gmail.com', '6789012345', 'Atlanta, Georgia'),
(478, 102, 4, 'Lucas Simmons', 'M', 29, 'LucasSimmons@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(479, 175, 10, 'Isabella Coleman', 'F', 32, 'IsabellaColeman@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(480, 80, 17, 'Elijah Johnson', 'M', 35, 'ElijahJohnson@gmail.com', '2134567890', 'Los Angeles, California'),
(481, 309, 5, 'Mia Collins', 'F', 26, 'MiaCollins@gmail.com', '5127893456', 'Austin, Texas'),
(482, 178, 15, 'Noah Peterson', 'M', 30, 'NoahPeterson@gmail.com', '4156789012', 'San Francisco, California'),
(483, 38, 3, 'Ava Foster', 'F', 31, 'AvaFoster@gmail.com', '7865432178', 'Miami, Florida'),
(484, 64, 10, 'Oliver Anderson', 'M', 28, 'OliverAnderson@gmail.com', '6789012345', 'Atlanta, Georgia'),
(485, 104, 2, 'Emma Martinez', 'F', 29, 'EmmaMartinez@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(486, 94, 9, 'Aiden Anderson', 'M', 32, 'AidenAnderson@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(487, 312, 1, 'Olivia Collins', 'F', 35, 'OliviaCollins@gmail.com', '2134567890', 'Los Angeles, California'),
(488, 22, 16, 'Liam Peterson', 'M', 26, 'LiamPeterson@gmail.com', '5127893456', 'Austin, Texas'),
(489, 165, 4, 'Sophia Reed', 'F', 30, 'SophiaReed@gmail.com', '4156789012', 'San Francisco, California'),
(490, 375, 11, 'Lucas Simmons', 'M', 31, 'LucasSimmons@gmail.com', '7865432178', 'Miami, Florida'),
(491, 230, 6, 'Isabella Coleman', 'F', 28, 'IsabellaColeman@gmail.com', '6789012345', 'Atlanta, Georgia'),
(492, 51, 13, 'Elijah Johnson', 'M', 29, 'ElijahJohnson@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(493, 217, 18, 'Mia Collins', 'F', 32, 'MiaCollins@gmail.com', '7023456789', 'Las Vegas, Nevada'),
(494, 349, 7, 'Noah Peterson', 'M', 35, 'NoahPeterson@gmail.com', '2134567890', 'Los Angeles, California'),
(495, 100, 9, 'Ava Foster', 'F', 26, 'AvaFoster@gmail.com', '5127893456', 'Austin, Texas'),
(496, 134, 1, 'Oliver Anderson', 'M', 30, 'OliverAnderson@gmail.com', '4156789012', 'San Francisco, California'),
(497, 384, 10, 'Emma Martinez', 'F', 31, 'EmmaMartinez@gmail.com', '7865432178', 'Miami, Florida'),
(498, 33, 5, 'Aiden Anderson', 'M', 28, 'AidenAnderson@gmail.com', '6789012345', 'Atlanta, Georgia'),
(499, 389, 15, 'Olivia Collins', 'F', 29, 'OliviaCollins@gmail.com', '5043217890', 'New Orleans, Louisiana'),
(500, 7, 8, 'Liam Peterson', 'M', 32, 'LiamPeterson@gmail.com', '7023456789', 'Las Vegas, Nevada')

;
